x	y
TCGA.06.0195	-2.05480240508584e-06	4.73644964503095e-05
TCGA.06.0209	1.70573911099128e-05	-1.19419433376408e-05
TCGA.06.0213	-2.33437278519326e-05	2.79917051521564e-05
TCGA.06.0214	-5.90847083019644e-06	-2.50619758781449e-05
TCGA.06.0216	2.437293021245e-05	2.60706859562367e-05
TCGA.06.0219	-1.17359550428125e-05	-2.72999294818477e-05
TCGA.06.0237	-5.09993143915435e-07	-2.22356324200689e-06
TCGA.06.0238	-1.9456518725917e-05	1.71361141476782e-08
TCGA.06.0240	-4.62992731440882e-06	-2.63901066130598e-05
TCGA.06.0241	-2.52844296711314e-05	-1.72304832089709e-05
TCGA.06.0644	-2.77524856232167e-05	2.21197164651703e-05
TCGA.06.0645	2.86784364063665e-05	5.53034308464103e-06
TCGA.06.0646	-6.6596831092406e-06	-1.54990492412798e-05
TCGA.06.0648	3.78896015562927e-06	7.31991128168128e-06
TCGA.06.0649	-6.25456407505453e-06	1.75781758092414e-05
TCGA.06.0650	3.44280648162841e-05	-5.94229358843884e-06
TCGA.06.0686	-8.12056601616289e-07	1.05172645935153e-05
TCGA.06.0743	2.38835918802094e-05	2.75533252054033e-05
TCGA.06.0744	4.21311787732009e-06	1.69391106911498e-05
TCGA.06.0745	-1.09002677736032e-05	-2.87267783305246e-05
TCGA.06.0747	3.9367664094903e-05	-2.46935275658944e-06
TCGA.06.0749	1.18041126609241e-05	1.50352437271267e-05
TCGA.06.0750	5.51176232953439e-06	-1.50974656690561e-05
TCGA.06.0875	-5.48413260408093e-05	1.43846136751274e-05
TCGA.06.0876	-1.57808355650943e-05	2.7483010053674e-05
TCGA.06.0877	2.91675953205265e-05	-1.47971770913468e-05
TCGA.06.0878	3.99850956968423e-06	-2.30026687123359e-05
TCGA.06.0879	4.03742965681769e-05	-3.41569930003668e-06
TCGA.06.0881	1.40586096554858e-05	3.36863299130773e-05
TCGA.06.0882	4.25994996330751e-06	2.34194216972505e-05
TCGA.06.0939	-5.97189327431691e-06	4.49125947651747e-05
TCGA.06.1804	7.49532807847448e-06	2.0165102309524e-05
TCGA.06.1806	1.62697061520198e-05	-1.92322237062519e-05
TCGA.06.2557	1.82790034625407e-05	1.51746181864284e-06
TCGA.06.2558	-3.32658206227784e-05	2.00697801387553e-05
TCGA.06.2559	-2.53862314022758e-05	3.04493112522841e-05
TCGA.06.2561	1.77798929665284e-06	2.10068174080468e-05
TCGA.06.2562	7.58622999340532e-06	-3.13381350977009e-06
TCGA.06.2563	1.33262419657173e-05	-6.38110261028538e-06
TCGA.06.2564	7.47237550663314e-06	9.19478992449466e-06
TCGA.06.2565	2.80185756549661e-05	9.21698508142128e-06
TCGA.06.2567	-1.57650851802394e-05	-7.31784599432895e-06
TCGA.06.2569	-4.92426095703693e-05	4.9070900983862e-07
TCGA.06.2570	-3.53398841693716e-05	-1.81462907554989e-05
TCGA.06.5408	-3.08877973550947e-05	-1.16218599949327e-05
TCGA.06.5410	1.62791194876949e-06	-1.27928145336397e-05
TCGA.06.5411	-2.89644722352618e-05	7.36839070376215e-06
TCGA.06.5412	-5.37889913914256e-06	3.85634014326671e-06
TCGA.06.5413	1.30755129953116e-05	-1.38931970375463e-06
TCGA.06.5414	2.08839090647835e-05	-1.39204017308941e-05
TCGA.06.5415	1.9841878976291e-05	-1.33030183075112e-06
TCGA.06.5418	-4.47292197858959e-06	5.84155246555824e-06
TCGA.06.5856	1.26852176667588e-06	-5.02909995268867e-06
TCGA.06.5858	-2.10444511353278e-05	3.35114105610224e-05
TCGA.06.5859	-1.11472918335457e-05	-1.91887436701845e-05
TCGA.06.6388	1.91689339722362e-05	-2.28964991618999e-05
TCGA.06.6389	-6.4170592871517e-05	-1.80179358689946e-05
TCGA.06.6390	-5.17366664112909e-06	-3.0927834505429e-05
TCGA.06.6391	1.05582812137555e-06	-3.94745247821613e-06
TCGA.06.6693	-2.94693955631591e-06	-3.64541798315257e-05
TCGA.06.6694	-3.18598086067811e-05	-1.14800061422804e-05
TCGA.06.6695	3.47456915743312e-05	-1.83023381821138e-05
TCGA.06.6697	-3.9084676261189e-06	-1.28108857554009e-05
TCGA.06.6698	-1.03746604755984e-05	1.04681664507865e-05
TCGA.06.6699	1.12348279271139e-05	-2.01130459704762e-05
TCGA.06.6700	1.33001069015348e-05	-1.3209979474382e-05
TCGA.06.6701	-4.13392023623051e-05	-1.70542192701421e-05
TCGA.08.0386	-5.84236735772152e-06	-1.08491813482053e-05
TCGA.12.0615	-1.16269224295641e-05	-1.35659711482416e-05
TCGA.12.0616	4.33028432478661e-07	-9.85510776552142e-06
TCGA.12.0618	-2.09969410382703e-05	3.43556129255054e-05
TCGA.12.0619	-2.34410746808707e-05	1.14617590533978e-05
TCGA.12.0688	2.54239945521268e-05	-2.02534208056661e-05
TCGA.12.0692	2.95184370279367e-07	-1.31070823264146e-05
TCGA.12.0821	6.58571303034777e-07	-1.63671038499891e-05
TCGA.12.3649	2.44018915867912e-05	2.41447598233053e-05
TCGA.12.3650	2.82052562184734e-05	-1.89657213204355e-05
TCGA.12.3652	2.99116026804213e-05	-2.2452564329323e-05
